,adjusted_close_price,daily_effr,daily_returns,daily_excess_returns,normalised_excess_returns,risk_free_rate_factor
2014-01-31,150.3992156982422,2.777777777777778e-06,-0.00585880430889596,-0.005861582086673737,-0.7661183866374516,1.0000027777777778
2014-02-03,147.01446533203125,2.777777777777778e-06,-0.02250510649604731,-0.02250788427382509,-2.787347426445024,1.0000027777777778
2014-02-04,148.0442352294922,2.777777777777778e-06,0.007004548124806664,0.007001770347028887,0.795776933774754,1.0000027777777778
2014-02-05,147.8585205078125,2.777777777777778e-06,-0.0012544542608620146,-0.0012572320386397924,-0.20704851502903554,1.0000027777777778
2014-02-06,149.8083953857422,2.777777777777778e-06,0.013187436687672305,0.013184658909894526,1.5465162735185756,1.0000027777777778
2014-02-07,151.66537475585938,2.3809523809523808e-06,0.012395696284815294,0.012393315332434342,1.4504296711461688,1.000002380952381
2014-02-10,151.94393920898438,2.777777777777778e-06,0.0018367043471418931,0.0018339265693641154,0.16828646777400397,1.0000027777777778
2014-02-11,153.60679626464844,2.3809523809523808e-06,0.01094388538510227,0.010941504432721318,1.274147736707053,1.000002380952381
2014-02-12,153.68280029296875,2.777777777777778e-06,0.0004947959997119167,0.0004920182219341389,0.005349132497273127,1.0000027777777778
2014-02-13,154.4761962890625,2.3809523809523808e-06,0.005162555566278648,0.005160174613897696,0.5721665046511273,1.000002380952381
2014-02-14,155.32875061035156,2.3809523809523808e-06,0.00551900125566096,0.005516620303280008,0.6154468903123855,1.000002380952381
2014-02-18,155.51438903808594,2.777777777777778e-06,0.0011951324336603175,0.0011923546558825398,0.09038545600126356,1.0000027777777778
2014-02-19,154.4846649169922,2.777777777777778e-06,-0.006621407365987042,-0.00662418514376482,-0.8587152545489491,1.0000027777777778
2014-02-20,155.3962860107422,2.777777777777778e-06,0.005901045869114885,0.005898268091337107,0.6617873678266498,1.0000027777777778
2014-02-21,155.21902465820312,2.777777777777778e-06,-0.0011407052066019219,-0.0011434829843796996,-0.1932368655025354,1.0000027777777778
2014-02-24,156.0800018310547,2.777777777777778e-06,0.005546853388284534,0.005544075610506756,0.6187805714891202,1.0000027777777778
2014-02-25,156.02088928222656,2.777777777777778e-06,-0.0003787323688790867,-0.00038151014665686444,-0.10071652015287938,1.0000027777777778
2014-02-26,156.02931213378906,2.777777777777778e-06,5.398540926959683e-05,5.1207631491819055e-05,-0.048175016976863674,1.0000027777777778
2014-02-27,156.84811401367188,2.777777777777778e-06,0.005247743957114359,0.005244966179336581,0.5824620749507042,1.0000027777777778
2014-02-28,157.2447967529297,2.3809523809523808e-06,0.0025290883588389157,0.002526707406457963,0.2524053748089308,1.000002380952381
2014-03-03,156.13900756835938,2.777777777777778e-06,-0.007032278379982104,-0.007035056157759882,-0.9086040776500345,1.0000027777777778
2014-03-04,158.3336944580078,2.777777777777778e-06,0.014055980781660704,0.014053203003882925,1.6519767250582416,1.0000027777777778
2014-03-05,158.47718811035156,3.1746031746031746e-06,0.00090627363199558,0.0009030990288209768,0.05526342909273785,1.0000031746031746
2014-03-06,158.84014892578125,3.1746031746031746e-06,0.002290303227597379,0.002287128624422776,0.22331521495679152,1.0000031746031746
2014-03-07,158.90769958496094,3.1746031746031746e-06,0.0004252744638966188,0.00042209986072201563,-0.003140502047916093,1.0000031746031746
2014-03-10,158.82322692871094,3.1746031746031746e-06,-0.0005315831546905958,-0.0005347577578651989,-0.1193241675794958,1.0000031746031746
2014-03-11,158.03823852539062,3.1746031746031746e-06,-0.004942528989620998,-0.004945703592795601,-0.6549104926590169,1.0000031746031746
2014-03-12,158.08047485351562,3.1746031746031746e-06,0.0002672538527326296,0.0002640792495580264,-0.022327697172808473,1.0000031746031746
2014-03-13,156.3079071044922,3.1746031746031746e-06,-0.011213072017059567,-0.01121624662023417,-1.416293021939572,1.0000031746031746
2014-03-14,155.8689727783203,3.1746031746031746e-06,-0.0028081389758385367,-0.0028113135790131397,-0.39574836586173473,1.0000031746031746
2014-03-17,157.2786102294922,3.1746031746031746e-06,0.009043733502861251,0.009040558899686647,1.0433309299913942,1.0000031746031746
2014-03-18,158.40118408203125,3.1746031746031746e-06,0.007137485834221691,0.007134311231047088,0.8118703268134875,1.0000031746031746
2014-03-19,157.55712890625,3.1746031746031746e-06,-0.0053285913276011065,-0.00533176593077571,-0.7017869941143192,1.0000031746031746
2014-03-20,158.47718811035156,3.1746031746031746e-06,0.0058395276081033565,0.0058363530049287534,0.6542695077491514,1.0000031746031746
2014-03-21,157.8625030517578,3.1746031746031746e-06,-0.0038786974070093017,-0.0038818720101839047,-0.5257378233139354,1.0000031746031746
2014-03-24,157.20968627929688,3.5714285714285714e-06,-0.004135350446374808,-0.004138921874946236,-0.5569493587946057,1.0000035714285713
2014-03-25,157.95574951171875,3.5714285714285714e-06,0.004745656899896256,0.004742085471324827,0.5214012411892639,1.0000035714285713
2014-03-26,156.81968688964844,3.1746031746031746e-06,-0.007192284076914968,-0.007195458680089571,-0.9280804894408402,1.0000031746031746
2014-03-27,156.4890899658203,3.1746031746031746e-06,-0.0021081340639377277,-0.0021113086671123308,-0.3107522964623734,1.0000031746031746
2014-03-28,157.26060485839844,3.1746031746031746e-06,0.00493015131436092,0.004926976711186317,0.5438511245935506,1.0000031746031746
2014-03-31,158.54917907714844,2.3809523809523808e-06,0.008193878052995318,0.008191497100614367,0.9402360596963695,1.000002380952381
2014-04-01,159.60055541992188,3.1746031746031746e-06,0.006631231702952212,0.006628057099777609,0.7503998849015151,1.0000031746031746
2014-04-02,160.1346435546875,3.5714285714285714e-06,0.0033464052387561782,0.0033428338101847495,0.35150116009628113,1.0000035714285713
2014-04-03,159.9226837158203,3.1746031746031746e-06,-0.0013236351245556888,-0.001326809727730292,-0.2154967844483525,1.0000031746031746
2014-04-04,158.03207397460938,3.1746031746031746e-06,-0.011822023600920328,-0.011825198204094932,-1.4902332046479105,1.0000031746031746
2014-04-07,156.28561401367188,3.5714285714285714e-06,-0.01105130064431159,-0.01105487207288302,-1.3966985848252613,1.0000035714285713
2014-04-08,156.92991638183594,3.1746031746031746e-06,0.0041225954943473475,0.0041194208911727445,0.44579599761544453,1.0000031746031746
2014-04-09,158.61708068847656,3.1746031746031746e-06,0.010751068665170838,0.010747894061996234,1.2506391580859402,1.0000031746031746
2014-04-10,155.28514099121094,3.1746031746031746e-06,-0.02100618472363358,-0.021009359326808183,-2.605393374083501,1.0000031746031746
2014-04-11,153.88626098632812,3.5714285714285714e-06,-0.009008460152423625,-0.009012031580995054,-1.1486525936209326,1.0000035714285713
2014-04-14,155.0986328125,3.5714285714285714e-06,0.00787836300915501,0.00787479158058358,0.9017810090216508,1.0000035714285713
2014-04-15,156.1668701171875,3.968253968253968e-06,0.006887470800460926,0.006883502546492673,0.7814166085667642,1.0000039682539683
2014-04-16,157.8031768798828,3.5714285714285714e-06,0.010477937871633314,0.010474366443061885,1.2174268590201296,1.0000035714285713
2014-04-17,158.0235595703125,3.5714285714285714e-06,0.0013965668802564668,0.0013929954516850383,0.11474768362915878,1.0000035714285713
2014-04-21,158.57469177246094,3.968253968253968e-06,0.003487658445658681,0.003483690191690427,0.36860423833796063,1.0000039682539683
2014-04-22,159.29534912109375,3.968253968253968e-06,0.004544592460358654,0.0045406242063904005,0.4969393904728848,1.0000039682539683
2014-04-23,158.9222412109375,3.968253968253968e-06,-0.0023422398219085094,-0.0023462080758767634,-0.33927427696533274,1.0000039682539683
2014-04-24,159.2444610595703,3.968253968253968e-06,0.002027531490731649,0.002023563236763395,0.19131255097556976,1.0000039682539683
2014-04-25,157.9387969970703,3.5714285714285714e-06,-0.008199117594498762,-0.00820268902307019,-1.0503805171658662,1.0000035714285713
2014-04-28,158.43902587890625,3.5714285714285714e-06,0.0031672324428633214,0.0031636610142918927,0.32974562219179165,1.0000035714285713
2014-04-29,159.17665100097656,3.968253968253968e-06,0.00465557723533383,0.004651608981365576,0.5104153953918321,1.0000039682539683
2014-04-30,159.65139770507812,3.5714285714285714e-06,0.002982514716298734,0.0029789432877273055,0.30731680713713294,1.0000035714285713
2014-05-01,159.66831970214844,3.5714285714285714e-06,0.00010599341636563508,0.00010242198779420651,-0.04195646206601161,1.0000035714285713
2014-05-02,159.43946838378906,3.5714285714285714e-06,-0.0014332919566404367,-0.0014368633852118653,-0.22885973112190788,1.0000035714285713
2014-05-05,159.74465942382812,3.5714285714285714e-06,0.0019141498847978777,0.0019105784562264492,0.17759370117276924,1.0000035714285713
2014-05-06,158.35421752929688,3.5714285714285714e-06,-0.008704152611713867,-0.008707724040285296,-1.1117029316840166,1.0000035714285713
2014-05-07,159.2868194580078,3.1746031746031746e-06,0.005889340639370078,0.0058861660361954745,0.6603179108254126,1.0000031746031746
2014-05-08,159.1172332763672,3.1746031746031746e-06,-0.0010646592242701258,-0.001067833827444729,-0.18405138568156085,1.0000031746031746
2014-05-09,159.35459899902344,3.1746031746031746e-06,0.0014917662767801598,0.0014885916736055566,0.1263551780546043,1.0000031746031746
2014-05-12,160.90615844726562,3.1746031746031746e-06,0.009736521305241386,0.009733346702066782,1.1274506827660389,1.0000031746031746
2014-05-13,161.05026245117188,3.5714285714285714e-06,0.0008955779275128251,0.0008920064989413965,0.05391655077312843,1.0000035714285713
2014-05-14,160.28721618652344,3.1746031746031746e-06,-0.004737938659862717,-0.00474111326303732,-0.6300687043073415,1.0000031746031746
2014-05-15,158.8798370361328,3.5714285714285714e-06,-0.008780358058953941,-0.00878392948752537,-1.1209559574444194,1.0000035714285713
2014-05-16,159.4309539794922,3.5714285714285714e-06,0.003468765789544692,0.0034651943609732634,0.3663584356521394,1.0000035714285713
2014-05-19,160.0159454345703,3.5714285714285714e-06,0.0036692464071523823,0.0036656749785809535,0.3907012141065635,1.0000035714285713
2014-05-20,159.00704956054688,3.5714285714285714e-06,-0.006304970865768977,-0.006308542294340406,-0.8203892355753977,1.0000035714285713
2014-05-21,160.34658813476562,3.5714285714285714e-06,0.008424397395718541,0.008420825967147112,0.9680816532396561,1.0000035714285713
2014-05-22,160.73658752441406,3.5714285714285714e-06,0.002432227552735089,0.00242865612416366,0.24049978178680093,1.0000035714285713
2014-05-23,161.38095092773438,3.5714285714285714e-06,0.004008815996684234,0.004005244568112806,0.43193246821218,1.0000035714285713
2014-05-27,162.37281799316406,3.5714285714285714e-06,0.00614612232563827,0.006142550897066842,0.691448700134297,1.0000035714285713
2014-05-28,162.25413513183594,3.5714285714285714e-06,-0.0007309281368333975,-0.000734499565404826,-0.14357723816080295,1.0000035714285713
2014-05-29,163.093505859375,3.5714285714285714e-06,0.00517318542826084,0.005169613999689412,0.5733126547369337,1.0000035714285713
2014-05-30,163.35629272460938,3.1746031746031746e-06,0.0016112650460831102,0.001608090442908507,0.14086497008053667,1.0000031746031746
2014-06-02,163.54286193847656,3.5714285714285714e-06,0.001142099950699249,0.0011385285221278206,0.08384977357627552,1.0000035714285713
2014-06-03,163.4580841064453,3.968253968253968e-06,-0.0005183829549414432,-0.0005223512089096972,-0.11781773829864266,1.0000039682539683
2014-06-04,163.78871154785156,3.5714285714285714e-06,0.0020227047393444053,0.0020191333107729766,0.19077466004007163,1.0000035714285713
2014-06-05,164.85693359375,3.5714285714285714e-06,0.006521951578978946,0.006518380150407518,0.7370826789195498,1.0000035714285713
2014-06-06,165.6454620361328,3.5714285714285714e-06,0.004783107541754594,0.004779536113183166,0.5259485769298066,1.0000035714285713
2014-06-09,165.81497192382812,3.5714285714285714e-06,0.0010233294991102149,0.0010197580705387863,0.06942841541974089,1.0000035714285713
2014-06-10,165.83192443847656,3.5714285714285714e-06,0.0001022375389372332,9.866611036580462e-05,-0.04241250860673242,1.0000035714285713
2014-06-11,165.25543212890625,3.5714285714285714e-06,-0.003476365069767895,-0.0034799364983393237,-0.47693396768663276,1.0000035714285713
2014-06-12,164.08546447753906,3.5714285714285714e-06,-0.007079753060429295,-0.007083324489000723,-0.914464919998694,1.0000035714285713
2014-06-13,164.5856475830078,3.968253968253968e-06,0.0030483084352497247,0.0030443401812814707,0.31525743556492336,1.0000039682539683
2014-06-16,164.72129821777344,3.968253968253968e-06,0.0008241947992289056,0.0008202265452606516,0.045200877753113884,1.0000039682539683
2014-06-17,165.17909240722656,3.968253968253968e-06,0.002779204598350571,0.002775236344382317,0.2825822814226393,1.0000039682539683
2014-06-18,166.39144897460938,3.968253968253968e-06,0.007339649042228169,0.0073356807882599155,0.8363210421853325,1.0000039682539683
2014-06-19,166.57801818847656,3.968253968253968e-06,0.0011212668380311541,0.0011172985840629001,0.0812719898230012,1.0000039682539683
2014-06-20,166.9161834716797,3.968253968253968e-06,0.0020300714757004457,0.0020261032217321917,0.19162096129528447,1.0000039682539683
2014-06-23,166.86505126953125,3.968253968253968e-06,-0.00030633459910800465,-0.0003103028530762586,-0.09207038072725275,1.0000039682539683
2014-06-24,165.85987854003906,3.968253968253968e-06,-0.0060238661232216995,-0.006027834377189953,-0.7863050895909323,1.0000039682539683
2014-06-25,166.6094970703125,3.968253968253968e-06,0.004519589287486969,0.004515621033518716,0.49390345260948443,1.0000039682539683
2014-06-26,166.4902801513672,3.968253968253968e-06,-0.0007155469588567831,-0.0007195152128250371,-0.14175780653950498,1.0000039682539683
2014-06-27,166.81402587890625,3.968253968253968e-06,0.001944532300893087,0.001940564046924833,0.18123461469301863,1.0000039682539683
2014-06-30,166.72879028320312,3.5714285714285714e-06,-0.0005109618046446052,-0.0005145332332160337,-0.1168684632388195,1.0000035714285713
2014-07-01,167.8447723388672,3.968253968253968e-06,0.006693397425654446,0.006689429171686192,0.7578518110158046,1.0000039682539683
2014-07-02,168.01510620117188,3.968253968253968e-06,0.0010148297139740414,0.0010108614600057874,0.06834817024799127,1.0000039682539683
2014-07-03,168.84146118164062,3.5714285714285714e-06,0.004918337399253403,0.004914765970681975,0.5423684707868702,1.0000035714285713
2014-07-07,168.25363159179688,3.968253968253968e-06,-0.0034815476348629693,-0.0034855158888312233,-0.47761142902067955,1.0000039682539683
2014-07-08,167.17172241210938,3.5714285714285714e-06,-0.006430227802228572,-0.0064337992308,-0.8355981963742037,1.0000035714285713
2014-07-09,167.92140197753906,3.5714285714285714e-06,0.004484487894319766,0.004480916465748338,0.4896895509631716,1.0000035714285713
2014-07-10,167.25694274902344,3.5714285714285714e-06,-0.003956965703540871,-0.0039605371321122995,-0.5352895079508033,1.0000035714285713
2014-07-11,167.48695373535156,3.5714285714285714e-06,0.0013751954480794026,0.0013716240195079741,0.11215271936304676,1.0000035714285713
2014-07-14,168.33033752441406,3.5714285714285714e-06,0.005035519306149316,0.005031947877577888,0.556596944504046,1.0000035714285713
2014-07-15,168.01510620117188,3.5714285714285714e-06,-0.001872694654322049,-0.0018762660828934776,-0.28221293129445907,1.0000035714285713
2014-07-16,168.6370086669922,3.5714285714285714e-06,0.003701467563730132,0.0036978961351587032,0.3946135747401103,1.0000035714285713
2014-07-17,166.72027587890625,3.5714285714285714e-06,-0.011366026966660114,-0.011369598395231544,-1.4349133171526416,1.0000035714285713
2014-07-18,168.42404174804688,3.5714285714285714e-06,0.010219308120495985,0.010215736691924555,1.1860234904113063,1.0000035714285713
2014-07-21,168.1088104248047,3.968253968253968e-06,-0.00187165276388368,-0.001875621017851934,-0.2821346061397266,1.0000039682539683
2014-07-22,168.84146118164062,3.5714285714285714e-06,0.004358193690054524,0.004354622261483095,0.4743546429247167,1.0000035714285713
2014-07-23,169.21624755859375,3.5714285714285714e-06,0.002219753218967613,0.002216181790396184,0.2147007010782894,1.0000035714285713
2014-07-24,169.22476196289062,3.5714285714285714e-06,5.0316706697639546e-05,4.674527812621097e-05,-0.048716845312493186,1.0000035714285713
2014-07-25,168.4324951171875,3.5714285714285714e-06,-0.004681743005653383,-0.004685314434224811,-0.623293493097362,1.0000035714285713
2014-07-28,168.50067138671875,3.5714285714285714e-06,0.00040476910042697156,0.000401197671855543,-0.005678489803843457,1.0000035714285713
2014-07-29,167.7765655517578,3.5714285714285714e-06,-0.004297346882963238,-0.004300918311534666,-0.5766193070087269,1.0000035714285713
2014-07-30,167.80215454101562,3.5714285714285714e-06,0.00015251825648987527,0.0001489468279184467,-0.03630731807749849,1.0000035714285713
2014-07-31,164.48834228515625,3.1746031746031746e-06,-0.01974832960234363,-0.01975150420551823,-2.452661958395017,1.0000031746031746
2014-08-01,163.98577880859375,3.5714285714285714e-06,-0.0030553136446062057,-0.0030588850731776344,-0.425809017639405,1.0000035714285713
2014-08-04,165.16986083984375,3.5714285714285714e-06,0.007220638520319955,0.007217067091748527,0.82191871756018,1.0000035714285713
2014-08-05,163.56837463378906,3.5714285714285714e-06,-0.009695995370532895,-0.009699566799104324,-1.2321345665605756,1.0000035714285713
2014-08-06,163.6194305419922,3.5714285714285714e-06,0.0003121380176176469,0.00030856658904621835,-0.016925950798967148,1.0000035714285713
2014-08-07,162.7334747314453,3.5714285714285714e-06,-0.005414734714649261,-0.005418306143220689,-0.7122948888129942,1.0000035714285713
2014-08-08,164.6161346435547,3.5714285714285714e-06,0.011568977527311342,0.011565406098739912,1.3499031898499416,1.0000035714285713
2014-08-11,165.0931854248047,3.5714285714285714e-06,0.0028979588318178706,0.002894387403246442,0.2970498537154143,1.0000035714285713
2014-08-12,164.8632049560547,3.5714285714285714e-06,-0.0013930342924708405,-0.001396605721042269,-0.22397156082561137,1.0000035714285713
2014-08-13,165.97911071777344,3.5714285714285714e-06,0.006768676867686674,0.0067651054391152455,0.7670405826500183,1.0000035714285713
2014-08-14,166.76283264160156,3.5714285714285714e-06,0.0047218105967608,0.004718239168189372,0.5185057728835979,1.0000035714285713
2014-08-15,166.72879028320312,3.5714285714285714e-06,-0.0002041363645555183,-0.00020770779312694689,-0.07961307266093595,1.0000035714285713
2014-08-18,168.1259002685547,3.5714285714285714e-06,0.008379536509432128,0.0083759650808607,0.9626345500275331,1.0000035714285713
2014-08-19,169.00331115722656,3.5714285714285714e-06,0.0052187728795525246,0.005215201450981096,0.5788479790008827,1.0000035714285713
2014-08-20,169.4547882080078,3.5714285714285714e-06,0.0026714094989608306,0.002667838070389402,0.26954175699990934,1.0000035714285713
2014-08-21,169.9489288330078,3.5714285714285714e-06,0.0029160617426369217,0.002912490314065493,0.2992479472403988,1.0000035714285713
2014-08-22,169.68475341796875,3.5714285714285714e-06,-0.0015544400123794766,-0.0015580114409509051,-0.2435697829774472,1.0000035714285713
2014-08-25,170.54518127441406,3.5714285714285714e-06,0.005070743476438988,0.00506717204786756,0.5608739373816333,1.0000035714285713
2014-08-26,170.65594482421875,3.5714285714285714e-06,0.0006494674840824555,0.000645896055511027,0.024033302850034667,1.0000035714285713
2014-08-27,170.58779907226562,3.5714285714285714e-06,-0.0003993166017352001,-0.0004028880303066287,-0.10331226777038226,1.0000035714285713
2014-08-28,170.4940643310547,3.5714285714285714e-06,-0.0005494809225554675,-0.0005530523511268961,-0.12154553559001717,1.0000035714285713
2014-08-29,170.97962951660156,2.777777777777778e-06,0.0028479887992114428,0.002845211021433665,0.2910787539555307,1.0000027777777778
2014-09-02,170.8944854736328,3.5714285714285714e-06,-0.000497977701843566,-0.0005015491304149946,-0.11529190615471444,1.0000035714285713
2014-09-03,170.8007354736328,3.5714285714285714e-06,-0.0005485841145790316,-0.0005521555431504601,-0.121436643278396,1.0000035714285713
2014-09-04,170.5537109375,3.5714285714285714e-06,-0.001446273257827646,-0.0014498446863990746,-0.2304359480281664,1.0000035714285713
2014-09-05,171.32037353515625,3.5714285714285714e-06,0.004495138765624462,0.004491567337053034,0.49098280216925155,1.0000035714285713
2014-09-08,170.87742614746094,3.5714285714285714e-06,-0.0025854916059030453,-0.002589063034474474,-0.3687622370696398,1.0000035714285713
2014-09-09,169.79551696777344,3.5714285714285714e-06,-0.006331492720131782,-0.00633506414870321,-0.8236095749411593,1.0000035714285713
2014-09-10,170.43446350097656,3.5714285714285714e-06,0.0037630353534268135,0.0037594639248553848,0.40208926532007283,1.0000035714285713
2014-09-11,170.6304168701172,3.5714285714285714e-06,0.0011497285532247048,0.0011461571246532763,0.0847760545475234,1.0000035714285713
2014-09-12,169.63365173339844,3.5714285714285714e-06,-0.005841661498591333,-0.005845232927162761,-0.7641332372866523,1.0000035714285713
2014-09-15,169.50584411621094,3.5714285714285714e-06,-0.0007534331536314109,-0.0007570045822028395,-0.1463098446569539,1.0000035714285713
2014-09-16,170.78372192382812,3.5714285714285714e-06,0.00753884218140044,0.007535270752829012,0.8605556756736399,1.0000035714285713
2014-09-17,171.01370239257812,3.5714285714285714e-06,0.0013466182031831586,0.00134304677461173,0.10868281015362698,1.0000035714285713
2014-09-18,171.92523193359375,3.5714285714285714e-06,0.005330155000814685,0.0053265835722432564,0.5923722305421177,1.0000035714285713
2014-09-19,171.77027893066406,3.5714285714285714e-06,-0.0009012813371660489,-0.0009048527657374774,-0.16426188221359933,1.0000035714285713
2014-09-22,170.44374084472656,3.5714285714285714e-06,-0.007722745134930875,-0.007726316563502303,-0.9925383707108797,1.0000035714285713
2014-09-23,169.46803283691406,3.5714285714285714e-06,-0.005724516506014576,-0.005728087934586005,-0.7499092457837861,1.0000035714285713
2014-09-24,170.79458618164062,3.5714285714285714e-06,0.007827749709015341,0.007824178280443912,0.895635435614858,1.0000035714285713
2014-09-25,168.0387725830078,3.5714285714285714e-06,-0.016135251475137502,-0.01613882290370893,-2.0140025926877816,1.0000035714285713
2014-09-26,169.37393188476562,3.5714285714285714e-06,0.007945543050775772,0.007941971622204343,0.9099381510399048,1.0000035714285713
2014-09-29,169.06578063964844,3.1746031746031746e-06,-0.0018193546178454367,-0.00182252922102004,-0.275688088449148,1.0000031746031746
2014-09-30,168.62074279785156,2.777777777777778e-06,-0.0026323354147309574,-0.002635113192508735,-0.3743537441599304,1.0000027777777778
2014-10-01,166.3356475830078,3.5714285714285714e-06,-0.013551685142220049,-0.013555256570791478,-1.700300532034782,1.0000035714285713
2014-10-02,166.36129760742188,3.5714285714285714e-06,0.00015420641808772118,0.0001506349895162926,-0.036102337943947405,1.0000035714285713
2014-10-03,168.19284057617188,3.5714285714285714e-06,0.011009429447178531,0.011005858018607102,1.281961684522352,1.0000035714285713
2014-10-06,167.9959716796875,3.5714285714285714e-06,-0.0011704951043692846,-0.0011740665329407131,-0.19695038432472758,1.0000035714285713
2014-10-07,165.40274047851562,3.5714285714285714e-06,-0.015436270139359665,-0.015439841567931094,-1.9291308080551477,1.0000035714285713
2014-10-08,168.29554748535156,3.5714285714285714e-06,0.017489474469811972,0.017485903041240543,2.0687823869073423,1.0000035714285713
2014-10-09,164.95765686035156,3.1746031746031746e-06,-0.019833505252362826,-0.01983667985553743,-2.463004165052552,1.0000031746031746
2014-10-10,163.0748291015625,3.5714285714285714e-06,-0.011414006446411995,-0.011417577874983424,-1.4407390865456913,1.0000035714285713
2014-10-13,160.39602661132812,3.5714285714285714e-06,-0.01642682997120315,-0.01643040139977458,-2.049406667238717,1.0000035714285713
2014-10-14,160.6441650390625,3.5714285714285714e-06,0.001547036001930735,0.0015434645733593065,0.1330179610098685,1.0000035714285713
2014-10-15,159.55723571777344,3.5714285714285714e-06,-0.006766067855777824,-0.0067696392843492525,-0.8763766023728781,1.0000035714285713
2014-10-16,159.42031860351562,3.5714285714285714e-06,-0.0008581065825180589,-0.0008616780110894875,-0.15901951265308267,1.0000035714285713
2014-10-17,161.30320739746094,3.5714285714285714e-06,0.011810845759429922,0.011807274330858493,1.379271339548818,1.0000035714285713
2014-10-20,162.869384765625,3.5714285714285714e-06,0.009709524028898686,0.009705952600327257,1.1241244332883555,1.0000035714285713
2014-10-21,166.09600830078125,3.5714285714285714e-06,0.019811111460876996,0.019807540032305566,2.3506804357036755,1.0000035714285713
2014-10-22,164.91488647460938,3.5714285714285714e-06,-0.0071110789371470196,-0.007114650365718448,-0.9182685738677298,1.0000035714285713
2014-10-23,166.83200073242188,3.5714285714285714e-06,0.01162487085789965,0.01162129942932822,1.3566898756643955,1.0000035714285713
2014-10-24,168.11582946777344,3.5714285714285714e-06,0.0076953386023983494,0.007691767173826921,0.8795578004212656,1.0000035714285713
2014-10-27,167.88473510742188,3.5714285714285714e-06,-0.0013746139259055434,-0.001378185354476972,-0.22173492115590643,1.0000035714285713
2014-10-28,169.81040954589844,3.5714285714285714e-06,0.011470217570670904,0.011466646142099475,1.3379115480974648,1.0000035714285713
2014-10-29,169.5536346435547,3.5714285714285714e-06,-0.0015121269834423856,-0.0015156984120138141,-0.23843204596604778,1.0000035714285713
2014-10-30,170.64060974121094,3.5714285714285714e-06,0.006410803873012627,0.006407232444441199,0.7235868905768079,1.0000035714285713
2014-10-31,172.59194946289062,2.777777777777778e-06,0.01143537710419018,0.011432599326412402,1.3337775120931923,1.0000027777777778
2014-11-03,172.6860809326172,3.5714285714285714e-06,0.0005453989599137898,0.0005418275313423613,0.011397083657643607,1.0000035714285713
2014-11-04,172.0869903564453,3.968253968253968e-06,-0.0034692464669786593,-0.0034732147209469134,-0.4761177953312403,1.0000039682539683
2014-11-05,173.1738739013672,3.5714285714285714e-06,0.006315896063209703,0.0063123246346382745,0.7120629845992826,1.0000035714285713
